City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
230,Sioux Lookout,CA,2021-12-19 15:25:47,50.1001,-91.917,7.18,85,90,12.66,light snow
231,Port Lincoln,AU,2021-12-19 15:29:45,-34.7333,135.8667,56.71,69,5,7.0,clear sky
232,Primorsk,UA,2021-12-19 15:29:45,46.7348,36.3443,39.87,68,100,24.29,overcast clouds
233,Wanlaweyn,SO,2021-12-19 15:29:46,2.6185,44.8938,86.52,56,92,19.3,light rain
234,Devils Lake,US,2021-12-19 15:29:46,48.1128,-98.8651,19.51,81,90,17.0,overcast clouds
235,Mehamn,NO,2021-12-19 15:29:47,71.0357,27.8492,25.3,71,100,8.7,overcast clouds
236,Porto Murtinho,BR,2021-12-19 15:29:47,-21.6989,-57.8825,98.15,39,55,5.44,broken clouds
237,Mar Del Plata,AR,2021-12-19 15:29:26,-38.0023,-57.5575,80.62,67,0,11.99,clear sky
238,Tasiilaq,GL,2021-12-19 15:29:48,65.6145,-37.6368,26.76,93,87,6.06,overcast clouds
239,Anqing,CN,2021-12-19 15:29:48,30.5092,117.0506,47.03,39,36,4.03,scattered clouds
240,North Bend,US,2021-12-19 15:29:49,43.4065,-124.2243,51.71,95,90,10.36,light rain
241,Kununurra,AU,2021-12-19 15:29:49,-15.7667,128.7333,85.98,74,99,6.91,overcast clouds
242,Aykhal,RU,2021-12-19 15:29:50,66.0,111.5,-39.59,100,100,10.18,overcast clouds
243,Piacabucu,BR,2021-12-19 15:29:50,-10.4056,-36.4344,87.13,54,95,13.98,overcast clouds
244,Riohacha,CO,2021-12-19 15:29:51,11.5444,-72.9072,87.91,51,20,18.41,few clouds
245,Hrodna,BY,2021-12-19 15:29:51,53.6884,23.8258,35.46,86,75,17.9,broken clouds
246,Requena,ES,2021-12-19 15:29:04,39.4883,-1.1004,53.69,66,92,4.38,overcast clouds
247,Gunjur,GM,2021-12-19 15:29:52,13.2019,-16.7339,84.27,39,95,18.41,overcast clouds
248,Jennings,US,2021-12-19 15:29:52,38.7192,-90.2604,30.78,85,1,1.01,clear sky
249,Dubbo,AU,2021-12-19 15:25:33,-32.25,148.6167,66.33,94,90,6.91,overcast clouds
250,Coquimbo,CL,2021-12-19 15:29:53,-29.9533,-71.3436,60.53,88,90,6.91,overcast clouds
251,Aquiraz,BR,2021-12-19 15:29:54,-3.9014,-38.3911,87.89,60,61,14.25,broken clouds
252,College,US,2021-12-19 15:29:54,64.8569,-147.8028,17.55,79,90,0.0,light snow
253,Fairbanks,US,2021-12-19 15:29:55,64.8378,-147.7164,17.56,79,90,0.0,light snow
254,Husavik,IS,2021-12-19 15:29:55,66.0449,-17.3389,44.51,84,99,13.11,overcast clouds
255,Madang,PG,2021-12-19 15:29:56,-5.2246,145.7966,75.52,93,100,5.73,overcast clouds
256,Zyryanka,RU,2021-12-19 15:29:56,65.75,150.85,-38.81,98,100,5.41,overcast clouds
257,Svay Rieng,KH,2021-12-19 15:29:57,11.0879,105.7993,75.45,67,100,7.4,overcast clouds
258,Aklavik,CA,2021-12-19 15:29:57,68.2191,-135.0107,-9.4,84,75,3.44,broken clouds
259,Ponta Delgada,PT,2021-12-19 15:29:58,37.7333,-25.6667,63.5,94,40,18.41,scattered clouds
260,San Quintin,MX,2021-12-19 15:29:58,30.4833,-115.95,52.83,51,0,0.49,clear sky
261,La Ronge,CA,2021-12-19 15:29:58,55.1001,-105.2842,-1.95,78,75,4.61,light snow
262,Khani,GE,2021-12-19 15:29:59,41.9563,42.9566,36.97,90,100,3.6,overcast clouds
263,Bethel,US,2021-12-19 15:29:59,41.3712,-73.414,38.48,67,1,1.01,clear sky
264,Frontera,MX,2021-12-19 15:30:00,26.9333,-101.45,46.33,61,90,9.22,overcast clouds
265,Provideniya,RU,2021-12-19 15:30:00,64.3833,-173.3,35.17,99,100,20.31,overcast clouds
266,Iskateley,RU,2021-12-19 15:30:01,67.6803,53.1512,-23.12,94,13,8.1,few clouds
267,Terrace,CA,2021-12-19 15:30:01,54.5163,-128.6035,10.31,78,20,20.71,few clouds
268,Katubao,PH,2021-12-19 15:30:02,5.8892,124.8294,80.33,82,95,3.51,overcast clouds
269,Niamey,NE,2021-12-19 15:30:03,13.5137,2.1098,86.29,10,0,14.97,clear sky
270,Salima,MW,2021-12-19 15:30:03,-13.7804,34.4587,81.55,61,65,6.64,broken clouds
271,Barlad,RO,2021-12-19 15:30:04,46.2333,27.6667,42.24,66,92,3.49,overcast clouds
272,Hagere Selam,ET,2021-12-19 15:30:05,6.4833,38.5167,52.3,88,90,4.34,moderate rain
273,Saint-Pierre,RE,2021-12-19 15:30:06,-21.3393,55.4781,82.08,67,0,12.66,clear sky
274,Imbituba,BR,2021-12-19 15:30:07,-28.24,-48.6703,76.89,53,6,13.02,clear sky
275,Gizo,SB,2021-12-19 15:30:08,-8.103,156.8419,80.26,79,95,3.04,light rain
276,Aden,YE,2021-12-19 15:29:13,12.7794,45.0367,78.62,65,57,14.29,broken clouds
277,Takoradi,GH,2021-12-19 15:27:18,4.8845,-1.7554,84.78,61,48,10.58,scattered clouds
278,Saint George,US,2021-12-19 15:30:02,37.1041,-113.5841,30.67,86,1,0.0,clear sky
279,Grindavik,IS,2021-12-19 15:31:10,63.8424,-22.4338,46.35,100,90,13.8,overcast clouds
280,Kasangulu,CD,2021-12-19 15:31:10,-4.5911,15.1708,94.14,76,100,1.77,light rain
281,Olavarria,AR,2021-12-19 15:31:11,-36.8927,-60.3225,83.01,55,37,6.82,scattered clouds
282,At-Bashi,KG,2021-12-19 15:31:11,41.1702,75.8106,19.65,59,100,2.66,overcast clouds
283,Terra Santa,BR,2021-12-19 15:31:12,-2.1042,-56.4869,91.33,52,98,5.57,overcast clouds
284,Northam,GB,2021-12-19 15:31:12,51.0333,-4.2167,49.68,95,8,8.5,clear sky
285,Maceio,BR,2021-12-19 15:31:13,-9.6658,-35.7353,90.84,58,40,14.97,scattered clouds
286,Murray Bridge,AU,2021-12-19 15:31:13,-35.1167,139.2667,57.69,67,41,6.58,scattered clouds
287,Ngunguru,NZ,2021-12-19 15:31:14,-35.6167,174.5,55.17,88,4,4.76,clear sky
288,Storebo,NO,2021-12-19 15:31:14,60.0948,5.2271,40.26,78,3,1.01,clear sky
289,Port-Gentil,GA,2021-12-19 15:31:15,-0.7193,8.7815,85.96,74,40,10.36,moderate rain
290,Arona,ES,2021-12-19 15:31:15,28.0996,-16.681,68.83,76,40,18.41,scattered clouds
291,Gilgit,PK,2021-12-19 15:31:16,35.9221,74.3087,29.39,31,0,0.6,clear sky
292,Kalabo,ZM,2021-12-19 15:31:16,-14.97,22.6814,69.21,86,100,4.85,overcast clouds
293,Prince Rupert,CA,2021-12-19 15:27:56,54.3161,-130.3201,33.49,82,1,6.91,clear sky
294,Shangrao,CN,2021-12-19 15:31:17,28.4532,117.9686,46.04,55,66,2.33,broken clouds
295,Lata,PT,2021-12-19 15:31:17,40.1629,-8.3327,63.07,55,64,10.11,broken clouds
296,Kroonstad,ZA,2021-12-19 15:31:18,-27.6504,27.2349,66.76,71,63,5.37,light rain
297,Juneau,US,2021-12-19 15:30:14,58.3019,-134.4197,27.21,94,75,0.0,broken clouds
298,Vestmannaeyjar,IS,2021-12-19 15:31:18,63.4427,-20.2734,45.59,93,90,10.36,fog
299,Havre-Saint-Pierre,CA,2021-12-19 15:31:19,50.2334,-63.5986,18.19,67,20,11.5,few clouds
300,Makakilo City,US,2021-12-19 15:31:19,21.3469,-158.0858,71.92,82,75,5.75,light rain
301,Vila Franca Do Campo,PT,2021-12-19 15:31:20,37.7167,-25.4333,63.19,83,90,14.9,overcast clouds
302,Araouane,ML,2021-12-19 15:31:20,18.9048,-3.5265,83.19,10,58,17.47,broken clouds
303,Polunochnoye,RU,2021-12-19 15:31:21,60.8697,60.4153,-4.65,97,100,10.09,light snow
304,Ulagan,RU,2021-12-19 15:31:21,50.6321,87.9563,10.89,83,98,2.91,overcast clouds
305,Mitsamiouli,KM,2021-12-19 15:31:22,-11.3847,43.2844,84.49,74,75,4.61,broken clouds
306,Hambantota,LK,2021-12-19 15:31:22,6.1241,81.1185,79.14,94,40,6.91,scattered clouds
307,Valle Hermoso,MX,2021-12-19 15:31:23,25.6667,-97.8333,53.92,58,100,17.11,light rain
308,Kaeo,NZ,2021-12-19 15:31:24,-35.1,173.7833,55.33,92,3,2.91,clear sky
309,Nantucket,US,2021-12-19 15:31:09,41.2835,-70.0995,39.96,93,90,23.02,mist
310,Porto Seguro,BR,2021-12-19 15:31:25,-16.4497,-39.0647,82.92,74,40,9.22,light rain
311,Doha,QA,2021-12-19 15:26:36,25.2867,51.5333,75.18,62,0,9.22,clear sky
312,Flinders,AU,2021-12-19 15:31:25,-34.5833,150.8552,70.21,77,44,5.48,scattered clouds
313,Arroyo,ES,2021-12-19 15:31:26,41.6096,-4.7969,53.6,67,0,4.61,clear sky
314,Beloha,MG,2021-12-19 15:31:26,-25.1667,45.05,68.65,58,80,11.5,broken clouds
315,Turbat,PK,2021-12-19 15:27:48,26.0023,63.044,70.07,56,99,7.49,overcast clouds
316,Bayji,IQ,2021-12-19 15:31:28,34.9311,43.487,59.61,43,3,6.51,clear sky
317,Edd,ER,2021-12-19 15:31:28,13.9297,41.6925,82.35,60,41,19.62,scattered clouds
318,Egvekinot,RU,2021-12-19 15:31:29,66.3167,-179.1667,20.03,99,100,10.54,snow
319,Namatanai,PG,2021-12-19 15:31:29,-3.6667,152.4333,79.63,82,99,1.28,overcast clouds
320,Cabra,ES,2021-12-19 15:31:30,37.4725,-4.4421,63.84,50,95,1.77,overcast clouds
321,Matoury,GF,2021-12-19 15:30:07,4.8483,-52.3317,87.76,66,40,12.66,light rain
322,Tual,ID,2021-12-19 15:31:31,-5.6667,132.75,83.75,72,34,2.53,scattered clouds
323,Erzin,TR,2021-12-19 15:32:31,36.9559,36.2,50.72,85,99,12.28,moderate rain
324,Praya,CV,2021-12-19 15:32:32,14.9215,-23.5087,75.74,73,90,13.8,overcast clouds
325,Topolobampo,MX,2021-12-19 15:32:32,25.6,-109.05,53.51,82,1,8.05,mist
326,Mount Gambier,AU,2021-12-19 15:32:33,-37.8333,140.7667,49.91,87,75,8.05,broken clouds
327,Mabay,PH,2021-12-19 15:32:33,6.0577,124.4666,78.89,85,74,3.49,broken clouds
328,Zhanakorgan,KZ,2021-12-19 15:32:34,43.9098,67.2495,44.49,45,96,11.07,overcast clouds
329,Angermunde,DE,2021-12-19 15:32:34,53.015,13.9992,45.05,80,100,7.36,overcast clouds
330,Henties Bay,NA,2021-12-19 15:32:35,-22.116,14.2845,68.86,71,8,8.28,clear sky
331,Bilma,NE,2021-12-19 15:32:35,18.6853,12.9164,70.11,17,0,11.34,clear sky
332,Broken Hill,AU,2021-12-19 15:31:23,-31.95,141.4333,64.11,42,81,17.27,broken clouds
333,Abnub,EG,2021-12-19 15:32:36,27.2696,31.1511,58.71,40,43,6.55,scattered clouds
334,Taoudenni,ML,2021-12-19 15:32:37,22.6783,-3.9836,85.82,11,33,8.66,scattered clouds
335,Elizabeth City,US,2021-12-19 15:32:37,36.2946,-76.2511,50.02,93,90,1.99,light rain
336,Yuanping,CN,2021-12-19 15:32:38,38.7153,112.7575,29.16,38,58,2.17,broken clouds
337,Ahipara,NZ,2021-12-19 15:32:38,-35.1667,173.1667,57.11,86,0,1.01,clear sky
338,Snasa,NO,2021-12-19 15:32:39,64.2457,12.3778,36.86,94,98,10.51,overcast clouds
339,Virginia Beach,US,2021-12-19 15:28:34,36.8529,-75.978,48.02,92,100,3.0,moderate rain
340,Gushikawa,JP,2021-12-19 15:32:40,26.3544,127.8686,58.23,72,90,5.75,overcast clouds
341,Guerrero Negro,MX,2021-12-19 15:32:40,27.9769,-114.0611,57.6,34,0,2.3,clear sky
342,San Cristobal,VE,2021-12-19 15:32:41,7.7669,-72.225,73.58,50,97,4.59,overcast clouds
343,Hami,CN,2021-12-19 15:32:41,42.8,93.45,24.24,51,0,0.27,clear sky
344,Nizhnyaya Omka,RU,2021-12-19 15:32:42,55.4338,74.9426,20.61,95,100,11.79,light snow
345,Honiara,SB,2021-12-19 15:31:22,-9.4333,159.95,77.59,87,100,1.9,overcast clouds
346,Mandera,KE,2021-12-19 15:32:42,3.9366,41.867,91.04,34,44,16.53,scattered clouds
347,Saint-Joseph,RE,2021-12-19 15:32:43,-21.3667,55.6167,80.98,76,48,5.73,scattered clouds
348,Ambilobe,MG,2021-12-19 15:32:43,-13.2,49.05,80.78,80,32,3.11,scattered clouds
349,Port Hardy,CA,2021-12-19 15:30:19,50.6996,-127.4199,37.4,100,90,5.75,overcast clouds
350,Bugulma,RU,2021-12-19 15:32:44,54.55,52.8,14.61,100,95,6.29,overcast clouds
351,Rocha,UY,2021-12-19 15:32:44,-34.4833,-54.3333,86.52,29,10,11.25,clear sky
352,Vila Velha,BR,2021-12-19 15:32:33,-20.3297,-40.2925,78.75,82,90,10.0,overcast clouds
353,Narsipatnam,IN,2021-12-19 15:32:45,17.6667,82.6167,69.21,76,1,3.04,clear sky
354,Antofagasta,CL,2021-12-19 15:32:46,-23.65,-70.4,73.22,57,96,9.1,overcast clouds
355,Ghanzi,BW,2021-12-19 15:32:46,-21.5667,21.7833,84.99,33,100,9.71,overcast clouds
356,Yatou,CN,2021-12-19 15:32:47,37.15,122.3833,36.32,60,81,8.1,broken clouds
357,Harnosand,SE,2021-12-19 15:32:47,62.6323,17.9379,37.99,77,72,18.25,broken clouds
358,Manhattan,US,2021-12-19 15:31:03,40.7834,-73.9662,40.6,64,75,11.5,broken clouds
359,Puerto Madero,MX,2021-12-19 15:32:48,14.7208,-92.4215,82.6,89,1,5.75,clear sky
360,Yelkhovka,RU,2021-12-19 15:32:49,53.8667,50.2832,25.56,93,100,9.71,overcast clouds
361,Sulangan,PH,2021-12-19 15:32:49,11.1373,123.7228,81.36,81,68,13.51,broken clouds
362,Yining,CN,2021-12-19 15:32:50,29.0361,114.5636,46.18,47,100,1.66,overcast clouds
363,Noumea,NC,2021-12-19 15:30:06,-22.2763,166.4572,80.01,99,22,8.68,few clouds
364,Saldanha,ZA,2021-12-19 15:32:50,-33.0117,17.9442,67.69,76,80,13.4,broken clouds
365,Kruszwica,PL,2021-12-19 15:32:51,52.6756,18.3313,39.31,100,88,13.29,overcast clouds
366,Tommot,RU,2021-12-19 15:32:51,58.9564,126.2925,-20.02,98,100,3.11,overcast clouds
367,Kahului,US,2021-12-19 15:30:32,20.8947,-156.47,73.85,86,75,18.41,broken clouds
368,Humaita,BR,2021-12-19 15:33:52,-7.5061,-63.0208,79.25,91,100,3.76,overcast clouds
369,Bontang,ID,2021-12-19 15:33:52,0.1333,117.5,77.68,86,100,3.51,overcast clouds
370,Eyl,SO,2021-12-19 15:33:53,7.9803,49.8164,78.22,77,24,18.23,few clouds
371,Nakhon Phanom,TH,2021-12-19 15:33:54,17.3333,104.4167,59.36,63,76,5.14,broken clouds
372,Kaohsiung,TW,2021-12-19 15:29:41,22.6163,120.3133,69.75,67,75,5.75,broken clouds
373,San Patricio,US,2021-12-19 15:33:54,28.017,-97.5169,51.64,52,100,14.54,light rain
374,Alta Floresta,BR,2021-12-19 15:33:55,-9.8756,-56.0861,89.42,58,75,4.61,broken clouds
375,Provost,CA,2021-12-19 15:33:55,52.3501,-110.2683,2.62,88,100,16.31,overcast clouds
376,Pisco,PE,2021-12-19 15:33:56,-13.7,-76.2167,67.01,88,90,9.22,mist
377,Gayeri,BF,2021-12-19 15:33:56,12.6497,0.4931,86.25,11,35,16.02,scattered clouds
378,Pineville,US,2021-12-19 15:29:49,31.3224,-92.4343,44.74,81,90,5.75,overcast clouds
379,Bay Roberts,CA,2021-12-19 15:33:57,47.5999,-53.2648,25.34,67,38,10.0,scattered clouds
380,Devonport,AU,2021-12-19 15:32:04,-41.1667,146.35,52.09,66,48,18.34,scattered clouds
381,Kutum,SD,2021-12-19 15:33:58,14.2,24.6667,70.63,23,5,7.34,clear sky
382,Conde,BR,2021-12-19 15:33:58,-7.2597,-34.9075,87.26,62,40,11.5,scattered clouds
383,Matinha,BR,2021-12-19 15:33:59,-3.1006,-45.0336,85.96,67,97,6.82,overcast clouds
384,Valparaiso,CL,2021-12-19 15:30:18,-33.0393,-71.6273,66.43,69,20,6.91,few clouds
385,Guaratinga,BR,2021-12-19 15:34:04,-16.5667,-39.5667,81.27,56,100,2.01,light rain
386,Nesbyen,NO,2021-12-19 15:34:04,60.5681,9.1027,16.09,95,19,4.83,few clouds
387,Tuatapere,NZ,2021-12-19 15:34:05,-46.1333,167.6833,68.83,62,82,16.26,broken clouds
388,Ribeira Grande,PT,2021-12-19 15:34:05,38.5167,-28.7,64.8,63,40,10.36,scattered clouds
389,Uige,AO,2021-12-19 15:34:06,-7.6087,15.0613,75.69,90,85,0.36,light rain
390,Avera,US,2021-12-19 15:34:06,33.194,-82.5271,66.07,89,100,6.96,overcast clouds
391,Sibolga,ID,2021-12-19 15:34:07,1.7427,98.7792,75.22,89,100,2.42,overcast clouds
392,Fontem,CM,2021-12-19 15:34:07,5.4685,9.8818,86.63,29,35,2.59,scattered clouds
393,Yerbogachen,RU,2021-12-19 15:34:07,61.2767,108.0108,-43.87,100,72,3.06,broken clouds
394,Khirkiya,IN,2021-12-19 15:34:08,22.1674,76.8605,56.61,29,0,7.05,clear sky
395,Fort Nelson,CA,2021-12-19 15:34:09,58.8053,-122.7002,-26.01,68,20,2.3,few clouds
396,Xiaoyi,CN,2021-12-19 15:34:09,34.6178,109.703,41.9,32,0,4.99,clear sky
397,Miandoab,IR,2021-12-19 15:34:10,36.9694,46.1027,41.38,70,3,7.76,clear sky
398,Green River,US,2021-12-19 15:34:10,41.5286,-109.4662,18.0,79,27,3.51,scattered clouds
399,Cidreira,BR,2021-12-19 15:34:11,-30.1811,-50.2056,74.66,64,0,19.62,clear sky
400,Andenes,NO,2021-12-19 15:34:11,69.3143,16.1194,37.38,70,40,29.93,scattered clouds
401,Santa Cruz Del Sur,CU,2021-12-19 15:34:12,20.7147,-77.9956,81.46,65,1,5.12,light rain
402,Lavumisa,SZ,2021-12-19 15:34:12,-27.31,31.892,70.16,73,100,4.79,overcast clouds
403,Vysokogornyy,RU,2021-12-19 15:34:13,50.1167,139.15,-10.08,99,100,3.13,overcast clouds
404,Agadez,NE,2021-12-19 15:34:13,19.75,10.25,68.16,20,0,10.69,clear sky
405,Ushtobe,KZ,2021-12-19 15:34:14,45.2514,77.9838,35.15,68,100,4.34,overcast clouds
406,Balykshi,KZ,2021-12-19 15:34:14,47.0667,51.8667,33.8,93,75,13.42,mist
407,Akyab,MM,2021-12-19 15:34:15,20.15,92.9,70.9,72,2,9.15,clear sky
408,Leningradskiy,RU,2021-12-19 15:34:15,69.3833,178.4167,0.07,95,100,14.61,light snow
409,Ust-Tsilma,RU,2021-12-19 15:34:15,65.441,52.1498,-8.05,97,99,4.68,overcast clouds
410,Miracema Do Tocantins,BR,2021-12-19 15:34:16,-9.5618,-48.3967,79.23,88,100,4.32,overcast clouds
411,Kemin,KG,2021-12-19 15:34:16,42.7846,75.6892,38.32,45,100,1.14,overcast clouds
412,Lamu,KE,2021-12-19 15:34:17,-2.2717,40.902,80.4,84,49,11.07,light rain
413,Matay,EG,2021-12-19 15:35:17,28.419,30.7792,61.7,37,90,9.91,overcast clouds
414,Lorengau,PG,2021-12-19 15:35:18,-2.0226,147.2712,80.98,84,98,12.28,overcast clouds
415,Torbay,CA,2021-12-19 15:35:19,47.6666,-52.7314,24.58,75,75,17.27,broken clouds
416,Butembo,CD,2021-12-19 15:35:19,0.15,29.2833,60.69,94,90,0.69,moderate rain
417,Nioro,GM,2021-12-19 15:35:19,13.35,-15.75,92.57,20,95,12.06,overcast clouds
418,Catamarca,AR,2021-12-19 15:32:12,-28.4696,-65.7852,94.77,39,26,4.0,light rain
419,Puerto Del Rosario,ES,2021-12-19 15:35:20,28.5004,-13.8627,71.35,73,20,18.41,few clouds
420,Kasba,IN,2021-12-19 15:35:21,25.85,87.55,56.8,36,0,8.55,clear sky
421,Port Hedland,AU,2021-12-19 15:35:21,-20.3167,118.5667,87.85,58,12,9.22,few clouds
422,Hanzhong,CN,2021-12-19 15:35:22,33.0728,107.0303,41.85,71,10,1.88,clear sky
423,Sarkand,KZ,2021-12-19 15:35:22,45.41,79.9186,34.84,60,89,8.93,overcast clouds
424,Nishihara,JP,2021-12-19 15:35:23,26.1842,127.7558,58.28,63,40,5.75,scattered clouds
425,Calvinia,ZA,2021-12-19 15:35:23,-31.4707,19.776,84.02,24,40,9.22,thunderstorm
426,Bacungan,PH,2021-12-19 15:35:24,9.9106,118.7022,78.13,86,69,1.01,broken clouds
427,Zhangye,CN,2021-12-19 15:35:24,38.9342,100.4517,24.73,42,44,7.0,scattered clouds
428,Chico,US,2021-12-19 15:35:25,39.7285,-121.8375,39.67,99,90,1.01,mist
429,Lyaskelya,RU,2021-12-19 15:35:25,61.7667,31.0167,13.42,84,96,12.73,overcast clouds
430,Onda,ES,2021-12-19 15:35:26,39.9667,-0.25,59.85,76,11,4.9,few clouds
431,Mawlaik,MM,2021-12-19 15:35:26,23.6333,94.4167,62.33,85,0,1.14,clear sky
432,Tigil,RU,2021-12-19 15:35:27,57.8,158.6667,-21.32,100,36,3.2,scattered clouds
433,Springbok,ZA,2021-12-19 15:35:27,-29.6643,17.8865,77.14,38,93,14.79,overcast clouds
434,Leh,IN,2021-12-19 15:35:28,34.1667,77.5833,1.31,39,32,3.56,scattered clouds
435,Kirkwall,GB,2021-12-19 15:35:28,58.9848,-2.9587,44.94,87,75,5.75,broken clouds
436,Cuiaba,BR,2021-12-19 15:35:29,-15.5961,-56.0967,85.93,66,75,11.5,broken clouds
437,Quincy,US,2021-12-19 15:35:29,42.2529,-71.0023,37.15,90,75,4.0,light rain
438,Sur,OM,2021-12-19 15:35:30,22.5667,59.5289,71.19,62,89,4.68,overcast clouds
439,Narsaq,GL,2021-12-19 15:35:30,60.9167,-46.05,52.02,56,100,21.16,overcast clouds
440,Thunder Bay,CA,2021-12-19 15:33:43,48.4001,-89.3168,8.58,92,90,4.61,light snow
441,Plettenberg Bay,ZA,2021-12-19 15:35:31,-34.0527,23.3716,68.81,75,58,7.38,broken clouds
442,Banjar,ID,2021-12-19 15:35:31,-8.19,114.9675,82.26,90,100,3.0,overcast clouds
443,Broome,US,2021-12-19 15:35:32,42.2506,-75.833,29.62,75,90,4.0,overcast clouds
444,Piskavica,BA,2021-12-19 15:35:32,44.8681,16.9736,43.83,81,2,2.06,clear sky
445,Dingle,PH,2021-12-19 15:35:33,10.9995,122.6711,76.08,92,100,7.05,overcast clouds
446,Menongue,AO,2021-12-19 15:35:33,-14.6585,17.691,80.64,46,98,5.66,overcast clouds
447,Fare,PF,2021-12-19 15:35:33,-16.7,-151.0167,79.23,78,69,8.3,broken clouds
448,Nelson Bay,AU,2021-12-19 15:35:34,-32.7167,152.15,73.0,87,100,4.88,moderate rain
449,Swiecie,PL,2021-12-19 15:35:34,53.4095,18.4474,39.79,66,62,12.53,broken clouds
450,Soe,ID,2021-12-19 15:35:35,-9.8607,124.284,68.92,93,55,3.31,broken clouds
451,Rosarito,MX,2021-12-19 15:35:35,32.3333,-117.0333,53.15,39,0,1.66,clear sky
452,Coihueco,CL,2021-12-19 15:35:36,-36.6167,-71.8333,77.74,36,0,6.91,clear sky
453,Luderitz,NA,2021-12-19 15:35:36,-26.6481,15.1594,68.13,66,1,8.23,clear sky
454,Tutoia,BR,2021-12-19 15:35:37,-2.7619,-42.2744,89.58,59,96,14.7,overcast clouds
455,Lichuan,CN,2021-12-19 15:35:37,30.3,108.85,37.04,92,86,1.74,overcast clouds
456,Bathsheba,BB,2021-12-19 15:35:38,13.2167,-59.5167,84.81,70,40,24.16,scattered clouds
457,Lagoa,PT,2021-12-19 15:35:39,39.05,-27.9833,60.01,72,89,16.04,overcast clouds
458,Abu Samrah,SY,2021-12-19 15:35:39,35.3029,37.1841,52.25,61,1,10.42,clear sky
